UMLS_drugname,UMLS_pt,a,drug_total,b,pt_total,c,d,PRR
atenolol,Neonatal Abstinence Syndrome,7,12005,11998,24,17,409813,10.254059704395177
atenolol,Neoplasm Metastasis,2,12005,12003,15,13,409817,4.685717459524008
atenolol,"Nephritis, Tubulointerstitial",2,12005,12003,9,7,409823,7.809640182546956
atenolol,Nephrosclerosis,8,12005,11997,41,33,409797,6.860154062905971
atenolol,Nephrotic Syndrome,1,12005,12004,5,4,409826,7.028157280906365
atenolol,Neurostimulator implantation,2,12005,12003,10,8,409822,7.0286595017912195
atenolol,Nightmares,1,12005,12004,6,5,409825,5.856783849827835
atenolol,Nocturia,2,12005,12003,23,21,409809,3.0558447344685566
atenolol,Non-Infectious Cystitis,1,12005,12004,11,10,409820,3.194571506467541
atenolol,Open reduction of fracture,2,12005,12003,16,14,409816,4.392849704240606
atenolol,Operation on neck,2,12005,12003,15,13,409817,4.685717459524008
atenolol,Operation on urinary bladder,1,12005,12004,5,4,409826,7.028157280906365
atenolol,Operative procedure on foot,2,12005,12003,18,16,409814,3.9047367787682705
atenolol,Operative procedure on spine,2,12005,12003,17,15,409815,4.134436978990546
atenolol,Optic Atrophy,10,12005,11995,94,84,409746,3.7403971512953094
atenolol,Oral Hemorrhage,1,12005,12004,7,6,409824,5.0200885419146
atenolol,Oral discharge,5,12005,12000,30,25,409805,5.858402777777777
atenolol,Oral herpes simplex infection,1,12005,12004,9,8,409822,3.904494798030286
atenolol,Orthostatic intolerance,4,12005,12001,17,13,409817,8.270251988804855
atenolol,Osteolysis,8,12005,11997,28,20,409810,10.04553519332214
atenolol,Osteoporosis,19,12005,11986,132,113,409717,5.06421443704524
atenolol,Overactive Bladder,2,12005,12003,13,11,409819,5.406622703298535
atenolol,Pain in coccyx,1,12005,12004,5,4,409826,7.028157280906365
atenolol,Palmar-plantar erythrodysesthesia syndrome,4,12005,12001,46,42,409788,3.056187346706615
atenolol,Pancreatic Insufficiency,3,12005,12002,32,29,409801,3.2947868063656056
atenolol,Pancreatic carcinoma,2,12005,12003,22,20,409810,3.194754341717601
atenolol,Panic Disorder,3,12005,12002,15,12,409818,7.0291618063656065
atenolol,Papule,1,12005,12004,10,9,409821,3.5140369876707767
atenolol,Parainfluenza Virus Infections,1,12005,12004,11,10,409820,3.194571506467541
atenolol,Paranoid Schizophrenia,2,12005,12003,16,14,409816,4.392849704240606
atenolol,Parasomnia,4,12005,12001,23,19,409811,6.1127079989711
atenolol,Paraspinal abscess,1,12005,12004,9,8,409822,3.904494798030286
atenolol,Paroxysmal nocturnal hemoglobinuria,1,12005,12004,5,4,409826,7.028157280906365
atenolol,Partial thromboplastin time increased (finding),2,12005,12003,15,13,409817,4.685717459524008
atenolol,Perinuclear antineutrophil cytoplasmic antibody increased,1,12005,12004,7,6,409824,5.0200885419146
atenolol,Periodontitis,5,12005,12000,52,47,409783,3.379671474358975
atenolol,Peripheral motor neuropathy,1,12005,12004,5,4,409826,7.028157280906365
atenolol,Peripheral nerve lesion,3,12005,12002,28,25,409805,3.7655063441807313
atenolol,Permanent cardiac pacemaker insertion,1,12005,12004,7,6,409824,5.0200885419146
atenolol,Phonophobia,1,12005,12004,6,5,409825,5.856783849827835
atenolol,Platelet aggregation inhibition,3,12005,12002,14,11,409819,7.531262646701739
atenolol,Polymyositis,1,12005,12004,7,6,409824,5.0200885419146
atenolol,Post procedural hematoma,2,12005,12003,15,13,409817,4.685717459524008
atenolol,Post-Concussion Syndrome,3,12005,12002,31,28,409802,3.401078314904505
atenolol,Post-Traumatic Stress Disorder,1,12005,12004,5,4,409826,7.028157280906365
atenolol,Pre-existing condition,2,12005,12003,18,16,409814,3.9047367787682705
atenolol,Prescribed overdose,39,12005,11966,253,214,409616,5.430966790623499
atenolol,Primary sequestrum,2,12005,12003,17,15,409815,4.134436978990546
atenolol,Procedural hypotension,5,12005,12000,47,42,409788,3.7392553191489366
atenolol,Projectile vomiting,2,12005,12003,23,21,409809,3.0558447344685566
atenolol,Prosthesis user,3,12005,12002,19,16,409814,5.549285645374893
atenolol,Proteinuria,1,12005,12004,6,5,409825,5.856783849827835
atenolol,Protrusion of tongue,1,12005,12004,5,4,409826,7.028157280906365
atenolol,Pruritus Ani,4,12005,12001,30,26,409804,4.686331694581007
atenolol,Pruritus allergic,1,12005,12004,6,5,409825,5.856783849827835
atenolol,Psoriasis,2,12005,12003,21,19,409811,3.3468934353713156
atenolol,Pulmonary Hypertension,13,12005,11992,44,31,409799,10.391933637576567
atenolol,Pulmonary vasculitis,1,12005,12004,5,4,409826,7.028157280906365
atenolol,Radius Fractures,3,12005,12002,31,28,409802,3.401078314904505
atenolol,Rectal Carcinoma,1,12005,12004,5,4,409826,7.028157280906365
atenolol,Recurrent Unspecified Lung Carcinoma,4,12005,12001,26,22,409808,5.407357079217758
atenolol,Refusal of Treatment,1,12005,12004,10,9,409821,3.5140369876707767
atenolol,Removal of catheter,1,12005,12004,11,10,409820,3.194571506467541
atenolol,Renal cancer metastatic,4,12005,12001,29,25,409805,4.847940832516831
atenolol,Renal fibrosis,1,12005,12004,11,10,409820,3.194571506467541
atenolol,Repair of eyelid,1,12005,12004,10,9,409821,3.5140369876707767
atenolol,Retinal Diseases,2,12005,12003,13,11,409819,5.406622703298535
atenolol,Retinal Dystrophies,1,12005,12004,5,4,409826,7.028157280906365
atenolol,Retinal vascular thrombosis,1,12005,12004,8,7,409823,4.392567060979673
atenolol,Rheumatoid Factor Measurement,1,12005,12004,6,5,409825,5.856783849827835
atenolol,Rhonchi,1,12005,12004,10,9,409821,3.5140369876707767
atenolol,Ruptured cerebral aneurysm,4,12005,12001,17,13,409817,8.270251988804855
atenolol,Scarred macula,2,12005,12003,13,11,409819,5.406622703298535
atenolol,Scleroderma,1,12005,12004,9,8,409822,3.904494798030286
atenolol,Sensory disorder of eyelid,1,12005,12004,8,7,409823,4.392567060979673
atenolol,Sigmoiditis,2,12005,12003,8,6,409824,8.785866033491628
atenolol,Sinoatrial Block,2,12005,12003,19,17,409813,3.699215546990445
atenolol,Skin Wrinkling,8,12005,11997,81,73,409757,3.4720943610388195
atenolol,Skin neoplasm excision,2,12005,12003,10,8,409822,7.0286595017912195
atenolol,Sore to touch,2,12005,12003,12,10,409820,5.857188480657613
atenolol,Spider Veins,3,12005,12002,5,2,409828,21.087985335777372
atenolol,Spinal stenosis in cervical region,3,12005,12002,11,8,409822,9.585311538985925
atenolol,Spinal stenosis of lumbar region,1,12005,12004,9,8,409822,3.904494798030286
atenolol,Sputum retention,1,12005,12004,8,7,409823,4.392567060979673
atenolol,Steatohepatitis,9,12005,11996,79,70,409760,4.005347774152566
atenolol,Stenosis of intestine,1,12005,12004,6,5,409825,5.856783849827835
atenolol,Stomach Neoplasms,1,12005,12004,11,10,409820,3.194571506467541
atenolol,Streptococcal pneumonia,3,12005,12002,23,20,409810,4.584149018641821
atenolol,Subclavian Steal Syndrome,2,12005,12003,7,5,409825,10.041013556134775
atenolol,Superficial phlebitis,9,12005,11996,92,83,409747,3.439268705510533
atenolol,Swelling,19,12005,11986,185,166,409664,3.612931302736075
atenolol,Swollen nasal mucosa (finding),4,12005,12001,40,36,409794,3.5146654445462877
atenolol,T-Cell Lymphoma,1,12005,12004,5,4,409826,7.028157280906365
atenolol,"Tachycardia, Ventricular",3,12005,12002,33,30,409800,3.1949372074351245
atenolol,Talipes,1,12005,12004,8,7,409823,4.392567060979673
atenolol,Tenalgia,2,12005,12003,19,17,409813,3.699215546990445
atenolol,Therapy change,4,12005,12001,28,24,409806,5.021093480305213
atenolol,Thrombocytosis,1,12005,12004,5,4,409826,7.028157280906365
atenolol,Thrombus of cardiac chamber,10,12005,11995,101,91,409739,3.4811039253154163
atenolol,Tibial Fractures,4,12005,12001,22,18,409812,6.390573512813327
atenolol,Tooth Infection,9,12005,11996,76,67,409763,4.163483222477668
atenolol,Tooth Injuries,8,12005,11997,25,17,409813,11.2510794365258
atenolol,Total protein measurement,1,12005,12004,8,7,409823,4.392567060979673
atenolol,Traffic accident on public road,4,12005,12001,31,27,409803,4.535148952641043
atenolol,Troponin I increased,3,12005,12002,35,32,409798,3.01235508367653
atenolol,Ulcer of pharynx,1,12005,12004,11,10,409820,3.194571506467541
atenolol,Ulcerative esophagitis,2,12005,12003,6,4,409826,11.71454358632564
atenolol,Ulcerative gingivitis,2,12005,12003,5,3,409827,14.057485628592854
atenolol,Unilateral deafness,4,12005,12001,23,19,409811,6.1127079989711
atenolol,Upper gastrointestinal hemorrhage,3,12005,12002,5,2,409828,21.087985335777372
atenolol,Urine output increased,2,12005,12003,13,11,409819,5.406622703298535
atenolol,Vaccination site erythema,1,12005,12004,7,6,409824,5.0200885419146
atenolol,Vaccination site pain,1,12005,12004,6,5,409825,5.856783849827835
atenolol,Vaginal Diseases,2,12005,12003,20,18,409812,3.5142464383904026
atenolol,Vaginal Prolapse,1,12005,12004,10,9,409821,3.5140369876707767
atenolol,Vascular pain,1,12005,12004,11,10,409820,3.194571506467541
atenolol,Ventricular Fibrillation,4,12005,12001,6,2,409828,23.432991695136515
atenolol,Vulvovaginal pruritus,2,12005,12003,22,20,409810,3.194754341717601
atenolol,Wheezing,18,12005,11987,160,142,409688,3.9574904062734633
atenolol,Wound discharge finding,1,12005,12004,11,10,409820,3.194571506467541
atenolol,Wound hematoma,1,12005,12004,9,8,409822,3.904494798030286
atenolol,Wrong technique in drug usage process,8,12005,11997,48,40,409790,5.859617682198327
atenolol,c-ANCA positive,8,12005,11997,29,21,409809,9.69911443378086
atenolol,hypoglycemic encephalopathy,2,12005,12003,14,12,409818,5.020423465562181
atenolol,pseudomembranous colitis,3,12005,12002,13,10,409820,8.11060977016651
atenolol,treatment failure,8,12005,11997,63,55,409775,4.464311845157057
benazepril,APACHE II score increased,1,7188,7187,18,17,414630,3.2606480837314287
benazepril,Abdominal Neoplasms,2,7188,7186,21,19,414628,5.590420526685485
benazepril,Abdominal symptom,1,7188,7187,9,8,414639,6.521435307576952
benazepril,Abnormal breath sounds,1,7188,7187,12,11,414636,4.89104169565419
benazepril,Abnormal urine,1,7188,7187,11,10,414637,5.335694498905853
benazepril,Abnormal weight loss (finding),9,7188,7179,172,163,414484,3.0733753486428443
benazepril,Accessory cardiac pathway,1,7188,7187,8,7,414640,7.336632113538333
benazepril,Acquired hemophilia,1,7188,7187,8,7,414640,7.336632113538333
benazepril,Acquired oesophageal web,1,7188,7187,6,5,414642,9.782222531422475
benazepril,Acral overgrowth,3,7188,7185,24,21,414626,7.338395963813501
benazepril,Acrochordon excision,3,7188,7185,47,44,414603,3.7470616976857816
benazepril,Adrenal atrophy,1,7188,7187,6,5,414642,9.782222531422475
benazepril,Alcohol Problem,2,7188,7186,19,17,414630,6.178915142015908
benazepril,Alcohol abuse,2,7188,7186,17,15,414632,6.905879078600547
benazepril,Amebiasis,1,7188,7187,11,10,414637,5.335694498905853
benazepril,Anal abscess,2,7188,7186,37,35,414612,3.1728210258686182
benazepril,Anal inflammation,1,7188,7187,5,4,414643,11.73869486572979
benazepril,Ankle Fracture,7,7188,7181,73,66,414581,5.6319358733949745
benazepril,Anuria,9,7188,7179,93,84,414563,5.685156976665812
benazepril,Aortitis,2,7188,7186,29,27,414620,4.048158776164381
benazepril,Apnea,1,7188,7187,14,13,414634,4.192301576258721
benazepril,Appendicitis,7,7188,7181,104,97,414550,3.952895193512795
benazepril,Application site discolouration,1,7188,7187,7,6,414641,8.384742292631536
benazepril,Application site edema,1,7188,7187,11,10,414637,5.335694498905853
benazepril,Application site itching,1,7188,7187,9,8,414639,6.521435307576952
benazepril,Application site reaction,2,7188,7186,16,14,414633,7.337513915947675
benazepril,Application site urticaria,4,7188,7184,33,29,414618,7.11685901329554
benazepril,Arnold Chiari Malformation,1,7188,7187,17,16,414631,3.4524590968988123
benazepril,Arthroplasty,1,7188,7187,7,6,414641,8.384742292631536
benazepril,Ascorbic Acid Deficiency,1,7188,7187,8,7,414640,7.336632113538333
benazepril,Atrioventricular Block,3,7188,7185,27,24,414623,6.522972241552617
benazepril,Autoimmune myocarditis,1,7188,7187,12,11,414636,4.89104169565419
benazepril,Bacterial sepsis,1,7188,7187,15,14,414633,3.912805528500533
benazepril,Basophil count outside reference range,2,7188,7186,6,4,414643,19.567167640783005
benazepril,Benign bone neoplasm,3,7188,7185,8,5,414642,22.016022964509396
benazepril,Bicuspid aortic valve,4,7188,7184,19,15,414632,12.36127065994608
benazepril,Bladder malposition acquired,2,7188,7186,29,27,414620,4.048158776164381
benazepril,Bleeding gastric ulcer,3,7188,7185,51,48,414599,3.4531417577469403
benazepril,Blister at injection site,2,7188,7186,14,12,414635,8.38576994950499
benazepril,Blood albumin abnormal,1,7188,7187,15,14,414633,3.912805528500533
benazepril,Blood creatinine abnormal,3,7188,7185,17,14,414633,10.360260346309715
benazepril,Blood parathyroid hormone decreased,1,7188,7187,5,4,414643,11.73869486572979
benazepril,Blood pressure difference of extremities,2,7188,7186,11,9,414638,10.672874022720947
benazepril,Body height below normal,9,7188,7179,131,122,414525,4.035663815900703
benazepril,Bone scan abnormal,1,7188,7187,14,13,414634,4.192301576258721
benazepril,Bowel movement irregularity,3,7188,7185,48,45,414602,3.668989213639527
benazepril,Brachial Plexus Neuropathies,1,7188,7187,16,15,414632,3.668246486712119
benazepril,"Brain Diseases, Metabolic",1,7188,7187,7,6,414641,8.384742292631536
benazepril,Breakthrough Pain,5,7188,7183,82,77,414570,3.580209709238955
benazepril,Bromhidrosis,2,7188,7186,7,5,414642,16.7718182179635
benazepril,Bronchospasm,1,7188,7187,13,12,414635,4.514797015979708
benazepril,Bunion,1,7188,7187,19,18,414629,3.0890277035290326
benazepril,Bursal fluid accumulation,1,7188,7187,13,12,414635,4.514797015979708
benazepril,Calcium Metabolism Disorders,1,7188,7187,17,16,414631,3.4524590968988123
benazepril,Campylobacter infection,1,7188,7187,11,10,414637,5.335694498905853
benazepril,Carbohydrate antigen 125 normal,1,7188,7187,10,9,414638,5.869277862807848
benazepril,Carbohydrate antigen 15-3 increased,1,7188,7187,7,6,414641,8.384742292631536
benazepril,Cardiac discomfort,2,7188,7186,17,15,414632,6.905879078600547
benazepril,Cartilage Diseases,2,7188,7186,31,29,414618,3.7869692861567743
benazepril,Cataplexy,1,7188,7187,17,16,414631,3.4524590968988123
benazepril,Cavitation of lung,2,7188,7186,27,25,414622,4.348043005432373
benazepril,Cerebellar stroke,2,7188,7186,5,3,414644,23.48065683273031
benazepril,Cesarean section,1,7188,7187,13,12,414635,4.514797015979708
benazepril,Choking,9,7188,7179,142,133,414514,3.7229448567712162
benazepril,Chronic sinusitis,5,7188,7183,75,70,414577,3.914427583646573
benazepril,Clostridial gastroenteritis,1,7188,7187,7,6,414641,8.384742292631536
benazepril,Clostridium difficile sepsis,5,7188,7183,51,46,414601,5.756838723238146
benazepril,Colonic Pseudo-Obstruction,1,7188,7187,15,14,414633,3.912805528500533
benazepril,Colostomy Procedure,1,7188,7187,17,16,414631,3.4524590968988123
benazepril,Congenital anomaly of gastrointestinal tract,1,7188,7187,11,10,414637,5.335694498905853
benazepril,Congenital cystic kidney disease,3,7188,7185,55,52,414595,3.20197380907193
benazepril,Congenital umbilical hernia,1,7188,7187,11,10,414637,5.335694498905853
benazepril,Conn Syndrome,3,7188,7185,31,28,414619,5.68124452825106
benazepril,Corrective lens user,1,7188,7187,5,4,414643,11.73869486572979
benazepril,Creatinine clearance-glomerular filtration outside reference range,1,7188,7187,5,4,414643,11.73869486572979
benazepril,Culture urine positive,2,7188,7186,17,15,414632,6.905879078600547
benazepril,Cystic Fibrosis,1,7188,7187,11,10,414637,5.335694498905853
benazepril,Deep Vein Thrombosis,1,7188,7187,19,18,414629,3.0890277035290326
benazepril,Deglutition Disorders,8,7188,7180,144,136,414511,3.2628520581863194
benazepril,"Dementia, Vascular",1,7188,7187,9,8,414639,6.521435307576952
benazepril,Dermatologic disorders,2,7188,7186,34,32,414615,3.452800379823513
benazepril,Dermatomycoses,4,7188,7184,31,27,414620,7.576047129822545
benazepril,Device dislocation,4,7188,7184,57,53,414594,4.120052358066658
benazepril,Device fastener issue,2,7188,7186,31,29,414618,3.7869692861567743
benazepril,Difficulty standing,3,7188,7185,30,27,414620,5.870633263743911
benazepril,Dilatation of ureter,1,7188,7187,18,17,414630,3.2606480837314287
benazepril,Disability,6,7188,7182,40,34,414613,8.809419381787801
benazepril,Discomfort,3,7188,7185,53,50,414597,3.322818765509907
benazepril,Disorder of endocrine pancreas,1,7188,7187,10,9,414638,5.869277862807848
benazepril,Disorder of macula of retina,1,7188,7187,10,9,414638,5.869277862807848
benazepril,"Disruptive, Impulse Control, and Conduct Disorders",6,7188,7182,56,50,414597,6.292203723594701
benazepril,Drug administered at inappropriate site,2,7188,7186,32,30,414617,3.668617798497078
benazepril,Drug delivery system issue,1,7188,7187,6,5,414642,9.782222531422475
benazepril,Dysentery,2,7188,7186,28,26,414621,4.192745815275734
benazepril,Dysphemia,1,7188,7187,10,9,414638,5.869277862807848
benazepril,Eclampsia,1,7188,7187,8,7,414640,7.336632113538333
benazepril,"Edema, Cardiac",16,7188,7172,299,283,414364,3.1451631857073306
benazepril,Electrolyte imbalance,1,7188,7187,19,18,414629,3.0890277035290326
benazepril,Employment dissatisfaction,1,7188,7187,18,17,414630,3.2606480837314287
benazepril,Endodontic procedure,4,7188,7184,71,67,414580,3.3075378775996738
benazepril,Endometrial Carcinoma,5,7188,7183,23,18,414629,12.766011536901742
benazepril,Erythrocyte sedimentation rate outside reference range,1,7188,7187,11,10,414637,5.335694498905853
benazepril,Extra dose administered,1,7188,7187,6,5,414642,9.782222531422475
benazepril,Eye Injuries,4,7188,7184,60,56,414591,3.9140219005196735
